,DateRep,day,month,year,Cases,Deaths,Countries.and.territories,geoId,countryterritoryCode,popData2018,t
246,21/03/2020,21,3,2020,14,0,Armenia,AM,ARM,2951776,2020.21857923497
245,22/03/2020,22,3,2020,24,0,Armenia,AM,ARM,2951776,2020.22131147541
244,23/03/2020,23,3,2020,30,0,Armenia,AM,ARM,2951776,2020.22404371585
243,24/03/2020,24,3,2020,4,0,Armenia,AM,ARM,2951776,2020.22677595628
242,25/03/2020,25,3,2020,71,0,Armenia,AM,ARM,2951776,2020.22950819672
241,26/03/2020,26,3,2020,25,0,Armenia,AM,ARM,2951776,2020.23224043716
240,27/03/2020,27,3,2020,39,1,Armenia,AM,ARM,2951776,2020.2349726776
239,28/03/2020,28,3,2020,43,0,Armenia,AM,ARM,2951776,2020.23770491803
325,13/03/2020,13,3,2020,2,0,Aruba,AW,ABW,105845,2020.19672131148
324,20/03/2020,20,3,2020,2,0,Aruba,AW,ABW,105845,2020.21584699454
323,24/03/2020,24,3,2020,8,0,Aruba,AW,ABW,105845,2020.22677595628
322,25/03/2020,25,3,2020,5,0,Aruba,AW,ABW,105845,2020.22950819672
321,26/03/2020,26,3,2020,2,0,Aruba,AW,ABW,105845,2020.23224043716
320,27/03/2020,27,3,2020,9,0,Aruba,AW,ABW,105845,2020.2349726776
319,28/03/2020,28,3,2020,0,0,Aruba,AW,ABW,105845,2020.23770491803
414,31/12/2019,31,12,2019,0,0,Australia,AU,AUS,24992369,2019.99726027397
413,01/01/2020,1,1,2020,0,0,Australia,AU,AUS,24992369,2020
412,02/01/2020,2,1,2020,0,0,Australia,AU,AUS,24992369,2020.00273224044
411,03/01/2020,3,1,2020,0,0,Australia,AU,AUS,24992369,2020.00546448087
410,04/01/2020,4,1,2020,0,0,Australia,AU,AUS,24992369,2020.00819672131
409,05/01/2020,5,1,2020,0,0,Australia,AU,AUS,24992369,2020.01092896175
408,06/01/2020,6,1,2020,0,0,Australia,AU,AUS,24992369,2020.01366120219
407,07/01/2020,7,1,2020,0,0,Australia,AU,AUS,24992369,2020.01639344262
406,08/01/2020,8,1,2020,0,0,Australia,AU,AUS,24992369,2020.01912568306
405,09/01/2020,9,1,2020,0,0,Australia,AU,AUS,24992369,2020.0218579235
404,10/01/2020,10,1,2020,0,0,Australia,AU,AUS,24992369,2020.02459016393
403,11/01/2020,11,1,2020,0,0,Australia,AU,AUS,24992369,2020.02732240437
402,12/01/2020,12,1,2020,0,0,Australia,AU,AUS,24992369,2020.03005464481
401,13/01/2020,13,1,2020,0,0,Australia,AU,AUS,24992369,2020.03278688525
400,14/01/2020,14,1,2020,0,0,Australia,AU,AUS,24992369,2020.03551912568
399,15/01/2020,15,1,2020,0,0,Australia,AU,AUS,24992369,2020.03825136612
398,16/01/2020,16,1,2020,0,0,Australia,AU,AUS,24992369,2020.04098360656
397,17/01/2020,17,1,2020,0,0,Australia,AU,AUS,24992369,2020.04371584699
396,18/01/2020,18,1,2020,0,0,Australia,AU,AUS,24992369,2020.04644808743
395,19/01/2020,19,1,2020,0,0,Australia,AU,AUS,24992369,2020.04918032787
394,20/01/2020,20,1,2020,0,0,Australia,AU,AUS,24992369,2020.05191256831
393,21/01/2020,21,1,2020,0,0,Australia,AU,AUS,24992369,2020.05464480874
392,22/01/2020,22,1,2020,0,0,Australia,AU,AUS,24992369,2020.05737704918
391,23/01/2020,23,1,2020,0,0,Australia,AU,AUS,24992369,2020.06010928962
390,24/01/2020,24,1,2020,0,0,Australia,AU,AUS,24992369,2020.06284153005
389,25/01/2020,25,1,2020,1,0,Australia,AU,AUS,24992369,2020.06557377049
388,26/01/2020,26,1,2020,3,0,Australia,AU,AUS,24992369,2020.06830601093
387,27/01/2020,27,1,2020,0,0,Australia,AU,AUS,24992369,2020.07103825137
386,28/01/2020,28,1,2020,0,0,Australia,AU,AUS,24992369,2020.0737704918
385,29/01/2020,29,1,2020,0,0,Australia,AU,AUS,24992369,2020.07650273224
384,30/01/2020,30,1,2020,2,0,Australia,AU,AUS,24992369,2020.07923497268
383,31/01/2020,31,1,2020,1,0,Australia,AU,AUS,24992369,2020.08196721311
382,01/02/2020,1,2,2020,2,0,Australia,AU,AUS,24992369,2020.08469945355
381,02/02/2020,2,2,2020,2,0,Australia,AU,AUS,24992369,2020.08743169399
380,03/02/2020,3,2,2020,0,0,Australia,AU,AUS,24992369,2020.09016393443
379,04/02/2020,4,2,2020,0,0,Australia,AU,AUS,24992369,2020.09289617486
378,05/02/2020,5,2,2020,1,0,Australia,AU,AUS,24992369,2020.0956284153
377,06/02/2020,6,2,2020,1,0,Australia,AU,AUS,24992369,2020.09836065574
376,07/02/2020,7,2,2020,1,0,Australia,AU,AUS,24992369,2020.10109289617
375,08/02/2020,8,2,2020,0,0,Australia,AU,AUS,24992369,2020.10382513661
374,09/02/2020,9,2,2020,0,0,Australia,AU,AUS,24992369,2020.10655737705
373,10/02/2020,10,2,2020,0,0,Australia,AU,AUS,24992369,2020.10928961749
372,11/02/2020,11,2,2020,0,0,Australia,AU,AUS,24992369,2020.11202185792
371,12/02/2020,12,2,2020,0,0,Australia,AU,AUS,24992369,2020.11475409836
370,13/02/2020,13,2,2020,0,0,Australia,AU,AUS,24992369,2020.1174863388
369,14/02/2020,14,2,2020,1,0,Australia,AU,AUS,24992369,2020.12021857923
368,15/02/2020,15,2,2020,0,0,Australia,AU,AUS,24992369,2020.12295081967
367,16/02/2020,16,2,2020,0,0,Australia,AU,AUS,24992369,2020.12568306011
366,17/02/2020,17,2,2020,0,0,Australia,AU,AUS,24992369,2020.12841530055
365,18/02/2020,18,2,2020,0,0,Australia,AU,AUS,24992369,2020.13114754098
364,19/02/2020,19,2,2020,0,0,Australia,AU,AUS,24992369,2020.13387978142
363,20/02/2020,20,2,2020,0,0,Australia,AU,AUS,24992369,2020.13661202186
362,21/02/2020,21,2,2020,2,0,Australia,AU,AUS,24992369,2020.1393442623
361,22/02/2020,22,2,2020,4,0,Australia,AU,AUS,24992369,2020.14207650273
360,23/02/2020,23,2,2020,1,0,Australia,AU,AUS,24992369,2020.14480874317
359,24/02/2020,24,2,2020,0,0,Australia,AU,AUS,24992369,2020.14754098361
358,25/02/2020,25,2,2020,0,0,Australia,AU,AUS,24992369,2020.15027322404
357,26/02/2020,26,2,2020,0,0,Australia,AU,AUS,24992369,2020.15300546448
356,27/02/2020,27,2,2020,1,0,Australia,AU,AUS,24992369,2020.15573770492
355,28/02/2020,28,2,2020,0,0,Australia,AU,AUS,24992369,2020.15846994536
354,29/02/2020,29,2,2020,2,0,Australia,AU,AUS,24992369,2020.16120218579
353,01/03/2020,1,3,2020,1,1,Australia,AU,AUS,24992369,2020.16393442623
352,02/03/2020,2,3,2020,3,0,Australia,AU,AUS,24992369,2020.16666666667
351,03/03/2020,3,3,2020,4,0,Australia,AU,AUS,24992369,2020.1693989071
350,04/03/2020,4,3,2020,8,0,Australia,AU,AUS,24992369,2020.17213114754
349,05/03/2020,5,3,2020,11,1,Australia,AU,AUS,24992369,2020.17486338798
348,06/03/2020,6,3,2020,7,0,Australia,AU,AUS,24992369,2020.17759562842
347,07/03/2020,7,3,2020,4,0,Australia,AU,AUS,24992369,2020.18032786885
346,08/03/2020,8,3,2020,11,1,Australia,AU,AUS,24992369,2020.18306010929
345,09/03/2020,9,3,2020,6,0,Australia,AU,AUS,24992369,2020.18579234973
344,10/03/2020,10,3,2020,20,0,Australia,AU,AUS,24992369,2020.18852459016
343,11/03/2020,11,3,2020,12,0,Australia,AU,AUS,24992369,2020.1912568306
342,12/03/2020,12,3,2020,14,0,Australia,AU,AUS,24992369,2020.19398907104
341,13/03/2020,13,3,2020,30,0,Australia,AU,AUS,24992369,2020.19672131148
340,14/03/2020,14,3,2020,41,0,Australia,AU,AUS,24992369,2020.19945355191
339,15/03/2020,15,3,2020,52,0,Australia,AU,AUS,24992369,2020.20218579235
338,16/03/2020,16,3,2020,49,2,Australia,AU,AUS,24992369,2020.20491803279
337,17/03/2020,17,3,2020,77,0,Australia,AU,AUS,24992369,2020.20765027322
336,18/03/2020,18,3,2020,79,0,Australia,AU,AUS,24992369,2020.21038251366
335,19/03/2020,19,3,2020,111,1,Australia,AU,AUS,24992369,2020.2131147541
334,20/03/2020,20,3,2020,144,0,Australia,AU,AUS,24992369,2020.21584699454
333,21/03/2020,21,3,2020,165,1,Australia,AU,AUS,24992369,2020.21857923497
332,22/03/2020,22,3,2020,224,0,Australia,AU,AUS,24992369,2020.22131147541
331,23/03/2020,23,3,2020,611,0,Australia,AU,AUS,24992369,2020.22404371585
330,24/03/2020,24,3,2020,114,0,Australia,AU,AUS,24992369,2020.22677595628
329,25/03/2020,25,3,2020,600,1,Australia,AU,AUS,24992369,2020.22950819672
328,26/03/2020,26,3,2020,376,3,Australia,AU,AUS,24992369,2020.23224043716
327,27/03/2020,27,3,2020,367,2,Australia,AU,AUS,24992369,2020.2349726776
326,28/03/2020,28,3,2020,212,0,Australia,AU,AUS,24992369,2020.23770491803
503,31/12/2019,31,12,2019,0,0,Austria,AT,AUT,8847037,2019.99726027397
502,01/01/2020,1,1,2020,0,0,Austria,AT,AUT,8847037,2020
501,02/01/2020,2,1,2020,0,0,Austria,AT,AUT,8847037,2020.00273224044
500,03/01/2020,3,1,2020,0,0,Austria,AT,AUT,8847037,2020.00546448087
499,04/01/2020,4,1,2020,0,0,Austria,AT,AUT,8847037,2020.00819672131
498,05/01/2020,5,1,2020,0,0,Austria,AT,AUT,8847037,2020.01092896175
497,06/01/2020,6,1,2020,0,0,Austria,AT,AUT,8847037,2020.01366120219
496,07/01/2020,7,1,2020,0,0,Austria,AT,AUT,8847037,2020.01639344262
495,08/01/2020,8,1,2020,0,0,Austria,AT,AUT,8847037,2020.01912568306
494,09/01/2020,9,1,2020,0,0,Austria,AT,AUT,8847037,2020.0218579235
493,10/01/2020,10,1,2020,0,0,Austria,AT,AUT,8847037,2020.02459016393
492,11/01/2020,11,1,2020,0,0,Austria,AT,AUT,8847037,2020.02732240437
491,12/01/2020,12,1,2020,0,0,Austria,AT,AUT,8847037,2020.03005464481
490,13/01/2020,13,1,2020,0,0,Austria,AT,AUT,8847037,2020.03278688525
489,14/01/2020,14,1,2020,0,0,Austria,AT,AUT,8847037,2020.03551912568
488,15/01/2020,15,1,2020,0,0,Austria,AT,AUT,8847037,2020.03825136612
487,16/01/2020,16,1,2020,0,0,Austria,AT,AUT,8847037,2020.04098360656
486,17/01/2020,17,1,2020,0,0,Austria,AT,AUT,8847037,2020.04371584699
485,18/01/2020,18,1,2020,0,0,Austria,AT,AUT,8847037,2020.04644808743
484,19/01/2020,19,1,2020,0,0,Austria,AT,AUT,8847037,2020.04918032787
483,20/01/2020,20,1,2020,0,0,Austria,AT,AUT,8847037,2020.05191256831
482,21/01/2020,21,1,2020,0,0,Austria,AT,AUT,8847037,2020.05464480874
481,22/01/2020,22,1,2020,0,0,Austria,AT,AUT,8847037,2020.05737704918
480,23/01/2020,23,1,2020,0,0,Austria,AT,AUT,8847037,2020.06010928962
479,24/01/2020,24,1,2020,0,0,Austria,AT,AUT,8847037,2020.06284153005
478,25/01/2020,25,1,2020,0,0,Austria,AT,AUT,8847037,2020.06557377049
477,26/01/2020,26,1,2020,0,0,Austria,AT,AUT,8847037,2020.06830601093
476,27/01/2020,27,1,2020,0,0,Austria,AT,AUT,8847037,2020.07103825137
475,28/01/2020,28,1,2020,0,0,Austria,AT,AUT,8847037,2020.0737704918
474,29/01/2020,29,1,2020,0,0,Austria,AT,AUT,8847037,2020.07650273224
473,30/01/2020,30,1,2020,0,0,Austria,AT,AUT,8847037,2020.07923497268
472,31/01/2020,31,1,2020,0,0,Austria,AT,AUT,8847037,2020.08196721311
471,01/02/2020,1,2,2020,0,0,Austria,AT,AUT,8847037,2020.08469945355
470,02/02/2020,2,2,2020,0,0,Austria,AT,AUT,8847037,2020.08743169399
469,03/02/2020,3,2,2020,0,0,Austria,AT,AUT,8847037,2020.09016393443
468,04/02/2020,4,2,2020,0,0,Austria,AT,AUT,8847037,2020.09289617486
467,05/02/2020,5,2,2020,0,0,Austria,AT,AUT,8847037,2020.0956284153
466,06/02/2020,6,2,2020,0,0,Austria,AT,AUT,8847037,2020.09836065574
465,07/02/2020,7,2,2020,0,0,Austria,AT,AUT,8847037,2020.10109289617
464,08/02/2020,8,2,2020,0,0,Austria,AT,AUT,8847037,2020.10382513661
463,09/02/2020,9,2,2020,0,0,Austria,AT,AUT,8847037,2020.10655737705
462,10/02/2020,10,2,2020,0,0,Austria,AT,AUT,8847037,2020.10928961749
461,11/02/2020,11,2,2020,0,0,Austria,AT,AUT,8847037,2020.11202185792
460,12/02/2020,12,2,2020,0,0,Austria,AT,AUT,8847037,2020.11475409836
459,13/02/2020,13,2,2020,0,0,Austria,AT,AUT,8847037,2020.1174863388
458,14/02/2020,14,2,2020,0,0,Austria,AT,AUT,8847037,2020.12021857923
457,15/02/2020,15,2,2020,0,0,Austria,AT,AUT,8847037,2020.12295081967
456,16/02/2020,16,2,2020,0,0,Austria,AT,AUT,8847037,2020.12568306011
455,17/02/2020,17,2,2020,0,0,Austria,AT,AUT,8847037,2020.12841530055
454,18/02/2020,18,2,2020,0,0,Austria,AT,AUT,8847037,2020.13114754098
453,19/02/2020,19,2,2020,0,0,Austria,AT,AUT,8847037,2020.13387978142
452,20/02/2020,20,2,2020,0,0,Austria,AT,AUT,8847037,2020.13661202186
451,21/02/2020,21,2,2020,0,0,Austria,AT,AUT,8847037,2020.1393442623
450,22/02/2020,22,2,2020,0,0,Austria,AT,AUT,8847037,2020.14207650273
449,23/02/2020,23,2,2020,0,0,Austria,AT,AUT,8847037,2020.14480874317
448,24/02/2020,24,2,2020,0,0,Austria,AT,AUT,8847037,2020.14754098361
447,25/02/2020,25,2,2020,0,0,Austria,AT,AUT,8847037,2020.15027322404
446,26/02/2020,26,2,2020,2,0,Austria,AT,AUT,8847037,2020.15300546448
445,27/02/2020,27,2,2020,0,0,Austria,AT,AUT,8847037,2020.15573770492
444,28/02/2020,28,2,2020,3,0,Austria,AT,AUT,8847037,2020.15846994536
443,29/02/2020,29,2,2020,2,0,Austria,AT,AUT,8847037,2020.16120218579
442,01/03/2020,1,3,2020,3,0,Austria,AT,AUT,8847037,2020.16393442623
441,02/03/2020,2,3,2020,4,0,Austria,AT,AUT,8847037,2020.16666666667
440,03/03/2020,3,3,2020,4,0,Austria,AT,AUT,8847037,2020.1693989071
439,04/03/2020,4,3,2020,6,0,Austria,AT,AUT,8847037,2020.17213114754
438,05/03/2020,5,3,2020,5,0,Austria,AT,AUT,8847037,2020.17486338798
437,06/03/2020,6,3,2020,12,0,Austria,AT,AUT,8847037,2020.17759562842
436,07/03/2020,7,3,2020,33,0,Austria,AT,AUT,8847037,2020.18032786885
435,08/03/2020,8,3,2020,25,0,Austria,AT,AUT,8847037,2020.18306010929
434,09/03/2020,9,3,2020,3,0,Austria,AT,AUT,8847037,2020.18579234973
433,10/03/2020,10,3,2020,29,0,Austria,AT,AUT,8847037,2020.18852459016
432,11/03/2020,11,3,2020,51,0,Austria,AT,AUT,8847037,2020.1912568306
431,12/03/2020,12,3,2020,64,0,Austria,AT,AUT,8847037,2020.19398907104
430,13/03/2020,13,3,2020,115,1,Austria,AT,AUT,8847037,2020.19672131148
429,14/03/2020,14,3,2020,143,0,Austria,AT,AUT,8847037,2020.19945355191
428,15/03/2020,15,3,2020,151,0,Austria,AT,AUT,8847037,2020.20218579235
427,16/03/2020,16,3,2020,205,0,Austria,AT,AUT,8847037,2020.20491803279
426,17/03/2020,17,3,2020,156,2,Austria,AT,AUT,8847037,2020.20765027322
425,18/03/2020,18,3,2020,316,0,Austria,AT,AUT,8847037,2020.21038251366
424,19/03/2020,19,3,2020,314,1,Austria,AT,AUT,8847037,2020.2131147541
423,20/03/2020,20,3,2020,550,2,Austria,AT,AUT,8847037,2020.21584699454
422,21/03/2020,21,3,2020,453,0,Austria,AT,AUT,8847037,2020.21857923497
421,22/03/2020,22,3,2020,375,2,Austria,AT,AUT,8847037,2020.22131147541
420,23/03/2020,23,3,2020,607,8,Austria,AT,AUT,8847037,2020.22404371585
419,24/03/2020,24,3,2020,855,9,Austria,AT,AUT,8847037,2020.22677595628
418,25/03/2020,25,3,2020,796,5,Austria,AT,AUT,8847037,2020.22950819672
417,26/03/2020,26,3,2020,606,4,Austria,AT,AUT,8847037,2020.23224043716
416,27/03/2020,27,3,2020,1141,18,Austria,AT,AUT,8847037,2020.2349726776
415,28/03/2020,28,3,2020,668,16,Austria,AT,AUT,8847037,2020.23770491803
585,31/12/2019,31,12,2019,0,0,Azerbaijan,AZ,AZE,9942334,2019.99726027397
584,01/01/2020,1,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020
583,02/01/2020,2,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.00273224044
582,03/01/2020,3,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.00546448087
581,04/01/2020,4,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.00819672131
580,05/01/2020,5,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.01092896175
579,06/01/2020,6,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.01366120219
578,07/01/2020,7,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.01639344262
577,08/01/2020,8,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.01912568306
576,09/01/2020,9,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.0218579235
575,10/01/2020,10,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.02459016393
574,11/01/2020,11,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.02732240437
573,12/01/2020,12,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.03005464481
572,13/01/2020,13,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.03278688525
571,14/01/2020,14,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.03551912568
570,15/01/2020,15,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.03825136612
569,16/01/2020,16,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.04098360656
568,17/01/2020,17,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.04371584699
567,18/01/2020,18,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.04644808743
566,19/01/2020,19,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.04918032787
565,20/01/2020,20,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.05191256831
564,21/01/2020,21,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.05464480874
563,22/01/2020,22,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.05737704918
562,23/01/2020,23,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.06010928962
561,24/01/2020,24,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.06284153005
560,25/01/2020,25,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.06557377049
559,26/01/2020,26,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.06830601093
558,27/01/2020,27,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.07103825137
557,28/01/2020,28,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.0737704918
556,29/01/2020,29,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.07650273224
555,30/01/2020,30,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.07923497268
554,31/01/2020,31,1,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.08196721311
553,01/02/2020,1,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.08469945355
552,02/02/2020,2,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.08743169399
551,03/02/2020,3,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.09016393443
550,04/02/2020,4,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.09289617486
549,05/02/2020,5,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.0956284153
548,06/02/2020,6,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.09836065574
547,07/02/2020,7,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.10109289617
546,08/02/2020,8,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.10382513661
545,09/02/2020,9,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.10655737705
544,10/02/2020,10,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.10928961749
543,11/02/2020,11,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.11202185792
542,12/02/2020,12,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.11475409836
541,13/02/2020,13,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.1174863388
540,14/02/2020,14,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.12021857923
539,15/02/2020,15,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.12295081967
538,16/02/2020,16,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.12568306011
537,17/02/2020,17,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.12841530055
536,18/02/2020,18,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.13114754098
535,19/02/2020,19,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.13387978142
534,20/02/2020,20,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.13661202186
533,21/02/2020,21,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.1393442623
532,22/02/2020,22,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.14207650273
531,23/02/2020,23,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.14480874317
530,24/02/2020,24,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.14754098361
529,25/02/2020,25,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.15027322404
528,26/02/2020,26,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.15300546448
527,27/02/2020,27,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.15573770492
526,28/02/2020,28,2,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.15846994536
525,29/02/2020,29,2,2020,1,0,Azerbaijan,AZ,AZE,9942334,2020.16120218579
524,01/03/2020,1,3,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.16393442623
523,02/03/2020,2,3,2020,2,0,Azerbaijan,AZ,AZE,9942334,2020.16666666667
522,06/03/2020,6,3,2020,3,0,Azerbaijan,AZ,AZE,9942334,2020.17759562842
521,07/03/2020,7,3,2020,3,0,Azerbaijan,AZ,AZE,9942334,2020.18032786885
520,11/03/2020,11,3,2020,2,0,Azerbaijan,AZ,AZE,9942334,2020.1912568306
519,12/03/2020,12,3,2020,2,0,Azerbaijan,AZ,AZE,9942334,2020.19398907104
518,13/03/2020,13,3,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.19672131148
517,15/03/2020,15,3,2020,6,0,Azerbaijan,AZ,AZE,9942334,2020.20218579235
516,16/03/2020,16,3,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.20491803279
515,17/03/2020,17,3,2020,0,0,Azerbaijan,AZ,AZE,9942334,2020.20765027322
514,18/03/2020,18,3,2020,9,0,Azerbaijan,AZ,AZE,9942334,2020.21038251366
513,19/03/2020,19,3,2020,6,0,Azerbaijan,AZ,AZE,9942334,2020.2131147541
512,20/03/2020,20,3,2020,10,0,Azerbaijan,AZ,AZE,9942334,2020.21584699454
511,21/03/2020,21,3,2020,0,1,Azerbaijan,AZ,AZE,9942334,2020.21857923497
510,22/03/2020,22,3,2020,9,0,Azerbaijan,AZ,AZE,9942334,2020.22131147541
509,23/03/2020,23,3,2020,12,0,Azerbaijan,AZ,AZE,9942334,2020.22404371585
508,24/03/2020,24,3,2020,7,0,Azerbaijan,AZ,AZE,9942334,2020.22677595628
507,25/03/2020,25,3,2020,15,0,Azerbaijan,AZ,AZE,9942334,2020.22950819672
506,26/03/2020,26,3,2020,6,1,Azerbaijan,AZ,AZE,9942334,2020.23224043716
505,27/03/2020,27,3,2020,29,1,Azerbaijan,AZ,AZE,9942334,2020.2349726776
504,28/03/2020,28,3,2020,43,0,Azerbaijan,AZ,AZE,9942334,2020.23770491803
596,16/03/2020,16,3,2020,1,0,Bahamas,BS,BHS,385640,2020.20491803279
595,17/03/2020,17,3,2020,0,0,Bahamas,BS,BHS,385640,2020.20765027322
594,20/03/2020,20,3,2020,2,0,Bahamas,BS,BHS,385640,2020.21584699454
593,21/03/2020,21,3,2020,1,0,Bahamas,BS,BHS,385640,2020.21857923497
592,22/03/2020,22,3,2020,0,0,Bahamas,BS,BHS,385640,2020.22131147541
591,23/03/2020,23,3,2020,0,0,Bahamas,BS,BHS,385640,2020.22404371585
590,24/03/2020,24,3,2020,0,0,Bahamas,BS,BHS,385640,2020.22677595628
589,25/03/2020,25,3,2020,0,0,Bahamas,BS,BHS,385640,2020.22950819672
588,26/03/2020,26,3,2020,1,0,Bahamas,BS,BHS,385640,2020.23224043716
587,27/03/2020,27,3,2020,4,0,Bahamas,BS,BHS,385640,2020.2349726776
586,28/03/2020,28,3,2020,0,0,Bahamas,BS,BHS,385640,2020.23770491803
684,31/12/2019,31,12,2019,0,0,Bahrain,BH,BHR,1569439,2019.99726027397
683,01/01/2020,1,1,2020,0,0,Bahrain,BH,BHR,1569439,2020
682,02/01/2020,2,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.00273224044
681,03/01/2020,3,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.00546448087
680,04/01/2020,4,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.00819672131
679,05/01/2020,5,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.01092896175
678,06/01/2020,6,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.01366120219
677,07/01/2020,7,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.01639344262
676,08/01/2020,8,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.01912568306
675,09/01/2020,9,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.0218579235
674,10/01/2020,10,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.02459016393
673,11/01/2020,11,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.02732240437
672,12/01/2020,12,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.03005464481
671,13/01/2020,13,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.03278688525
670,14/01/2020,14,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.03551912568
669,15/01/2020,15,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.03825136612
668,16/01/2020,16,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.04098360656
667,17/01/2020,17,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.04371584699
666,18/01/2020,18,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.04644808743
665,19/01/2020,19,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.04918032787
664,20/01/2020,20,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.05191256831
663,21/01/2020,21,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.05464480874
662,22/01/2020,22,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.05737704918
661,23/01/2020,23,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.06010928962
660,24/01/2020,24,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.06284153005
659,25/01/2020,25,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.06557377049
658,26/01/2020,26,1,2020,0,0,Bahrain,BH,BHR,1569439,2020.06830601093
