,DateRep,day,month,year,Cases,Deaths,Countries.and.territories,geoId,countryterritoryCode,popData2018,t
2001,26/02/2020,26,2,2020,0,0,Ecuador,EC,ECU,17084357,2020.15300546448
2000,27/02/2020,27,2,2020,0,0,Ecuador,EC,ECU,17084357,2020.15573770492
1999,28/02/2020,28,2,2020,0,0,Ecuador,EC,ECU,17084357,2020.15846994536
1998,29/02/2020,29,2,2020,0,0,Ecuador,EC,ECU,17084357,2020.16120218579
1997,01/03/2020,1,3,2020,1,0,Ecuador,EC,ECU,17084357,2020.16393442623
1996,02/03/2020,2,3,2020,5,0,Ecuador,EC,ECU,17084357,2020.16666666667
1995,03/03/2020,3,3,2020,1,0,Ecuador,EC,ECU,17084357,2020.1693989071
1994,05/03/2020,5,3,2020,3,0,Ecuador,EC,ECU,17084357,2020.17486338798
1993,06/03/2020,6,3,2020,3,0,Ecuador,EC,ECU,17084357,2020.17759562842
1992,09/03/2020,9,3,2020,1,0,Ecuador,EC,ECU,17084357,2020.18579234973
1991,10/03/2020,10,3,2020,1,0,Ecuador,EC,ECU,17084357,2020.18852459016
1990,11/03/2020,11,3,2020,2,0,Ecuador,EC,ECU,17084357,2020.1912568306
1989,14/03/2020,14,3,2020,6,1,Ecuador,EC,ECU,17084357,2020.19945355191
1988,15/03/2020,15,3,2020,5,1,Ecuador,EC,ECU,17084357,2020.20218579235
1987,16/03/2020,16,3,2020,9,0,Ecuador,EC,ECU,17084357,2020.20491803279
1986,17/03/2020,17,3,2020,21,0,Ecuador,EC,ECU,17084357,2020.20765027322
1985,18/03/2020,18,3,2020,53,0,Ecuador,EC,ECU,17084357,2020.21038251366
1984,19/03/2020,19,3,2020,57,1,Ecuador,EC,ECU,17084357,2020.2131147541
1983,20/03/2020,20,3,2020,31,0,Ecuador,EC,ECU,17084357,2020.21584699454
1982,21/03/2020,21,3,2020,227,4,Ecuador,EC,ECU,17084357,2020.21857923497
1981,22/03/2020,22,3,2020,106,0,Ecuador,EC,ECU,17084357,2020.22131147541
1980,23/03/2020,23,3,2020,257,7,Ecuador,EC,ECU,17084357,2020.22404371585
1979,24/03/2020,24,3,2020,192,4,Ecuador,EC,ECU,17084357,2020.22677595628
1978,25/03/2020,25,3,2020,101,9,Ecuador,EC,ECU,17084357,2020.22950819672
1977,26/03/2020,26,3,2020,129,2,Ecuador,EC,ECU,17084357,2020.23224043716
1976,27/03/2020,27,3,2020,192,5,Ecuador,EC,ECU,17084357,2020.2349726776
1975,28/03/2020,28,3,2020,224,7,Ecuador,EC,ECU,17084357,2020.23770491803
2143,31/12/2019,31,12,2019,0,0,Egypt,EG,EGY,98423595,2019.99726027397
2142,01/01/2020,1,1,2020,0,0,Egypt,EG,EGY,98423595,2020
2141,02/01/2020,2,1,2020,0,0,Egypt,EG,EGY,98423595,2020.00273224044
2140,03/01/2020,3,1,2020,0,0,Egypt,EG,EGY,98423595,2020.00546448087
2139,04/01/2020,4,1,2020,0,0,Egypt,EG,EGY,98423595,2020.00819672131
2138,05/01/2020,5,1,2020,0,0,Egypt,EG,EGY,98423595,2020.01092896175
2137,06/01/2020,6,1,2020,0,0,Egypt,EG,EGY,98423595,2020.01366120219
2136,07/01/2020,7,1,2020,0,0,Egypt,EG,EGY,98423595,2020.01639344262
2135,08/01/2020,8,1,2020,0,0,Egypt,EG,EGY,98423595,2020.01912568306
2134,09/01/2020,9,1,2020,0,0,Egypt,EG,EGY,98423595,2020.0218579235
2133,10/01/2020,10,1,2020,0,0,Egypt,EG,EGY,98423595,2020.02459016393
2132,11/01/2020,11,1,2020,0,0,Egypt,EG,EGY,98423595,2020.02732240437
2131,12/01/2020,12,1,2020,0,0,Egypt,EG,EGY,98423595,2020.03005464481
2130,13/01/2020,13,1,2020,0,0,Egypt,EG,EGY,98423595,2020.03278688525
2129,14/01/2020,14,1,2020,0,0,Egypt,EG,EGY,98423595,2020.03551912568
2128,15/01/2020,15,1,2020,0,0,Egypt,EG,EGY,98423595,2020.03825136612
2127,16/01/2020,16,1,2020,0,0,Egypt,EG,EGY,98423595,2020.04098360656
2126,17/01/2020,17,1,2020,0,0,Egypt,EG,EGY,98423595,2020.04371584699
2125,18/01/2020,18,1,2020,0,0,Egypt,EG,EGY,98423595,2020.04644808743
2124,19/01/2020,19,1,2020,0,0,Egypt,EG,EGY,98423595,2020.04918032787
2123,20/01/2020,20,1,2020,0,0,Egypt,EG,EGY,98423595,2020.05191256831
2122,21/01/2020,21,1,2020,0,0,Egypt,EG,EGY,98423595,2020.05464480874
2121,22/01/2020,22,1,2020,0,0,Egypt,EG,EGY,98423595,2020.05737704918
2120,23/01/2020,23,1,2020,0,0,Egypt,EG,EGY,98423595,2020.06010928962
2119,24/01/2020,24,1,2020,0,0,Egypt,EG,EGY,98423595,2020.06284153005
2118,25/01/2020,25,1,2020,0,0,Egypt,EG,EGY,98423595,2020.06557377049
2117,26/01/2020,26,1,2020,0,0,Egypt,EG,EGY,98423595,2020.06830601093
2116,27/01/2020,27,1,2020,0,0,Egypt,EG,EGY,98423595,2020.07103825137
2115,28/01/2020,28,1,2020,0,0,Egypt,EG,EGY,98423595,2020.0737704918
2114,29/01/2020,29,1,2020,0,0,Egypt,EG,EGY,98423595,2020.07650273224
2113,30/01/2020,30,1,2020,0,0,Egypt,EG,EGY,98423595,2020.07923497268
2112,31/01/2020,31,1,2020,0,0,Egypt,EG,EGY,98423595,2020.08196721311
2111,01/02/2020,1,2,2020,0,0,Egypt,EG,EGY,98423595,2020.08469945355
2110,02/02/2020,2,2,2020,0,0,Egypt,EG,EGY,98423595,2020.08743169399
2109,03/02/2020,3,2,2020,0,0,Egypt,EG,EGY,98423595,2020.09016393443
2108,04/02/2020,4,2,2020,0,0,Egypt,EG,EGY,98423595,2020.09289617486
2107,05/02/2020,5,2,2020,0,0,Egypt,EG,EGY,98423595,2020.0956284153
2106,06/02/2020,6,2,2020,0,0,Egypt,EG,EGY,98423595,2020.09836065574
2105,07/02/2020,7,2,2020,0,0,Egypt,EG,EGY,98423595,2020.10109289617
2104,08/02/2020,8,2,2020,0,0,Egypt,EG,EGY,98423595,2020.10382513661
2103,09/02/2020,9,2,2020,0,0,Egypt,EG,EGY,98423595,2020.10655737705
2102,10/02/2020,10,2,2020,0,0,Egypt,EG,EGY,98423595,2020.10928961749
2101,11/02/2020,11,2,2020,0,0,Egypt,EG,EGY,98423595,2020.11202185792
2100,12/02/2020,12,2,2020,0,0,Egypt,EG,EGY,98423595,2020.11475409836
2099,13/02/2020,13,2,2020,0,0,Egypt,EG,EGY,98423595,2020.1174863388
2098,14/02/2020,14,2,2020,0,0,Egypt,EG,EGY,98423595,2020.12021857923
2097,15/02/2020,15,2,2020,1,0,Egypt,EG,EGY,98423595,2020.12295081967
2096,16/02/2020,16,2,2020,0,0,Egypt,EG,EGY,98423595,2020.12568306011
2095,17/02/2020,17,2,2020,0,0,Egypt,EG,EGY,98423595,2020.12841530055
2094,18/02/2020,18,2,2020,0,0,Egypt,EG,EGY,98423595,2020.13114754098
2093,19/02/2020,19,2,2020,0,0,Egypt,EG,EGY,98423595,2020.13387978142
2092,20/02/2020,20,2,2020,0,0,Egypt,EG,EGY,98423595,2020.13661202186
2091,21/02/2020,21,2,2020,0,0,Egypt,EG,EGY,98423595,2020.1393442623
2090,22/02/2020,22,2,2020,0,0,Egypt,EG,EGY,98423595,2020.14207650273
2089,23/02/2020,23,2,2020,0,0,Egypt,EG,EGY,98423595,2020.14480874317
2088,24/02/2020,24,2,2020,0,0,Egypt,EG,EGY,98423595,2020.14754098361
2087,25/02/2020,25,2,2020,0,0,Egypt,EG,EGY,98423595,2020.15027322404
2086,26/02/2020,26,2,2020,0,0,Egypt,EG,EGY,98423595,2020.15300546448
2085,27/02/2020,27,2,2020,0,0,Egypt,EG,EGY,98423595,2020.15573770492
2084,28/02/2020,28,2,2020,0,0,Egypt,EG,EGY,98423595,2020.15846994536
2083,29/02/2020,29,2,2020,0,0,Egypt,EG,EGY,98423595,2020.16120218579
2082,01/03/2020,1,3,2020,0,0,Egypt,EG,EGY,98423595,2020.16393442623
2081,02/03/2020,2,3,2020,1,0,Egypt,EG,EGY,98423595,2020.16666666667
2080,06/03/2020,6,3,2020,1,0,Egypt,EG,EGY,98423595,2020.17759562842
2079,07/03/2020,7,3,2020,12,0,Egypt,EG,EGY,98423595,2020.18032786885
2078,09/03/2020,9,3,2020,34,1,Egypt,EG,EGY,98423595,2020.18579234973
2077,10/03/2020,10,3,2020,6,0,Egypt,EG,EGY,98423595,2020.18852459016
2076,11/03/2020,11,3,2020,4,0,Egypt,EG,EGY,98423595,2020.1912568306
2075,12/03/2020,12,3,2020,1,0,Egypt,EG,EGY,98423595,2020.19398907104
2074,13/03/2020,13,3,2020,20,1,Egypt,EG,EGY,98423595,2020.19672131148
2073,14/03/2020,14,3,2020,13,0,Egypt,EG,EGY,98423595,2020.19945355191
2072,15/03/2020,15,3,2020,0,0,Egypt,EG,EGY,98423595,2020.20218579235
2071,16/03/2020,16,3,2020,17,0,Egypt,EG,EGY,98423595,2020.20491803279
2070,17/03/2020,17,3,2020,16,0,Egypt,EG,EGY,98423595,2020.20765027322
2069,18/03/2020,18,3,2020,40,2,Egypt,EG,EGY,98423595,2020.21038251366
2068,19/03/2020,19,3,2020,30,2,Egypt,EG,EGY,98423595,2020.2131147541
2067,20/03/2020,20,3,2020,14,0,Egypt,EG,EGY,98423595,2020.21584699454
2066,21/03/2020,21,3,2020,46,1,Egypt,EG,EGY,98423595,2020.21857923497
2065,22/03/2020,22,3,2020,29,1,Egypt,EG,EGY,98423595,2020.22131147541
2064,23/03/2020,23,3,2020,9,2,Egypt,EG,EGY,98423595,2020.22404371585
2063,24/03/2020,24,3,2020,33,4,Egypt,EG,EGY,98423595,2020.22677595628
2062,25/03/2020,25,3,2020,39,5,Egypt,EG,EGY,98423595,2020.22950819672
2061,26/03/2020,26,3,2020,76,2,Egypt,EG,EGY,98423595,2020.23224043716
2060,27/03/2020,27,3,2020,14,0,Egypt,EG,EGY,98423595,2020.2349726776
2059,28/03/2020,28,3,2020,39,3,Egypt,EG,EGY,98423595,2020.23770491803
2153,19/03/2020,19,3,2020,1,0,El_Salvador,SV,SLV,6420744,2020.2131147541
2152,20/03/2020,20,3,2020,0,0,El_Salvador,SV,SLV,6420744,2020.21584699454
2151,21/03/2020,21,3,2020,2,0,El_Salvador,SV,SLV,6420744,2020.21857923497
2150,22/03/2020,22,3,2020,0,0,El_Salvador,SV,SLV,6420744,2020.22131147541
2149,23/03/2020,23,3,2020,0,0,El_Salvador,SV,SLV,6420744,2020.22404371585
2148,24/03/2020,24,3,2020,2,0,El_Salvador,SV,SLV,6420744,2020.22677595628
2147,25/03/2020,25,3,2020,4,0,El_Salvador,SV,SLV,6420744,2020.22950819672
2146,26/03/2020,26,3,2020,4,0,El_Salvador,SV,SLV,6420744,2020.23224043716
2145,27/03/2020,27,3,2020,0,0,El_Salvador,SV,SLV,6420744,2020.2349726776
2144,28/03/2020,28,3,2020,0,0,El_Salvador,SV,SLV,6420744,2020.23770491803
2167,15/03/2020,15,3,2020,1,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.20218579235
2166,16/03/2020,16,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.20491803279
2165,17/03/2020,17,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.20765027322
2164,18/03/2020,18,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.21038251366
2163,19/03/2020,19,3,2020,2,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.2131147541
2162,20/03/2020,20,3,2020,1,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.21584699454
2161,21/03/2020,21,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.21857923497
2160,22/03/2020,22,3,2020,2,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.22131147541
2159,23/03/2020,23,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.22404371585
2158,24/03/2020,24,3,2020,3,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.22677595628
2157,25/03/2020,25,3,2020,0,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.22950819672
2156,26/03/2020,26,3,2020,2,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.23224043716
2155,27/03/2020,27,3,2020,1,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.2349726776
2154,28/03/2020,28,3,2020,1,0,Equatorial_Guinea,GQ,GNQ,1308974,2020.23770491803
2174,22/03/2020,22,3,2020,1,0,Eritrea,ER,ERI,NA,2020.22131147541
2173,23/03/2020,23,3,2020,0,0,Eritrea,ER,ERI,NA,2020.22404371585
2172,24/03/2020,24,3,2020,0,0,Eritrea,ER,ERI,NA,2020.22677595628
2171,25/03/2020,25,3,2020,0,0,Eritrea,ER,ERI,NA,2020.22950819672
2170,26/03/2020,26,3,2020,3,0,Eritrea,ER,ERI,NA,2020.23224043716
2169,27/03/2020,27,3,2020,2,0,Eritrea,ER,ERI,NA,2020.2349726776
2168,28/03/2020,28,3,2020,0,0,Eritrea,ER,ERI,NA,2020.23770491803
2258,31/12/2019,31,12,2019,0,0,Estonia,EE,EST,1320884,2019.99726027397
2257,01/01/2020,1,1,2020,0,0,Estonia,EE,EST,1320884,2020
2256,02/01/2020,2,1,2020,0,0,Estonia,EE,EST,1320884,2020.00273224044
2255,03/01/2020,3,1,2020,0,0,Estonia,EE,EST,1320884,2020.00546448087
2254,04/01/2020,4,1,2020,0,0,Estonia,EE,EST,1320884,2020.00819672131
2253,05/01/2020,5,1,2020,0,0,Estonia,EE,EST,1320884,2020.01092896175
2252,06/01/2020,6,1,2020,0,0,Estonia,EE,EST,1320884,2020.01366120219
2251,07/01/2020,7,1,2020,0,0,Estonia,EE,EST,1320884,2020.01639344262
2250,08/01/2020,8,1,2020,0,0,Estonia,EE,EST,1320884,2020.01912568306
2249,09/01/2020,9,1,2020,0,0,Estonia,EE,EST,1320884,2020.0218579235
2248,10/01/2020,10,1,2020,0,0,Estonia,EE,EST,1320884,2020.02459016393
2247,11/01/2020,11,1,2020,0,0,Estonia,EE,EST,1320884,2020.02732240437
2246,12/01/2020,12,1,2020,0,0,Estonia,EE,EST,1320884,2020.03005464481
2245,13/01/2020,13,1,2020,0,0,Estonia,EE,EST,1320884,2020.03278688525
2244,14/01/2020,14,1,2020,0,0,Estonia,EE,EST,1320884,2020.03551912568
2243,15/01/2020,15,1,2020,0,0,Estonia,EE,EST,1320884,2020.03825136612
2242,16/01/2020,16,1,2020,0,0,Estonia,EE,EST,1320884,2020.04098360656
2241,17/01/2020,17,1,2020,0,0,Estonia,EE,EST,1320884,2020.04371584699
2240,18/01/2020,18,1,2020,0,0,Estonia,EE,EST,1320884,2020.04644808743
2239,19/01/2020,19,1,2020,0,0,Estonia,EE,EST,1320884,2020.04918032787
2238,20/01/2020,20,1,2020,0,0,Estonia,EE,EST,1320884,2020.05191256831
2237,21/01/2020,21,1,2020,0,0,Estonia,EE,EST,1320884,2020.05464480874
2236,22/01/2020,22,1,2020,0,0,Estonia,EE,EST,1320884,2020.05737704918
2235,23/01/2020,23,1,2020,0,0,Estonia,EE,EST,1320884,2020.06010928962
2234,24/01/2020,24,1,2020,0,0,Estonia,EE,EST,1320884,2020.06284153005
2233,25/01/2020,25,1,2020,0,0,Estonia,EE,EST,1320884,2020.06557377049
2232,26/01/2020,26,1,2020,0,0,Estonia,EE,EST,1320884,2020.06830601093
2231,27/01/2020,27,1,2020,0,0,Estonia,EE,EST,1320884,2020.07103825137
2230,28/01/2020,28,1,2020,0,0,Estonia,EE,EST,1320884,2020.0737704918
2229,29/01/2020,29,1,2020,0,0,Estonia,EE,EST,1320884,2020.07650273224
2228,30/01/2020,30,1,2020,0,0,Estonia,EE,EST,1320884,2020.07923497268
2227,31/01/2020,31,1,2020,0,0,Estonia,EE,EST,1320884,2020.08196721311
2226,01/02/2020,1,2,2020,0,0,Estonia,EE,EST,1320884,2020.08469945355
2225,02/02/2020,2,2,2020,0,0,Estonia,EE,EST,1320884,2020.08743169399
2224,03/02/2020,3,2,2020,0,0,Estonia,EE,EST,1320884,2020.09016393443
2223,04/02/2020,4,2,2020,0,0,Estonia,EE,EST,1320884,2020.09289617486
2222,05/02/2020,5,2,2020,0,0,Estonia,EE,EST,1320884,2020.0956284153
2221,06/02/2020,6,2,2020,0,0,Estonia,EE,EST,1320884,2020.09836065574
2220,07/02/2020,7,2,2020,0,0,Estonia,EE,EST,1320884,2020.10109289617
2219,08/02/2020,8,2,2020,0,0,Estonia,EE,EST,1320884,2020.10382513661
2218,09/02/2020,9,2,2020,0,0,Estonia,EE,EST,1320884,2020.10655737705
2217,10/02/2020,10,2,2020,0,0,Estonia,EE,EST,1320884,2020.10928961749
2216,11/02/2020,11,2,2020,0,0,Estonia,EE,EST,1320884,2020.11202185792
2215,12/02/2020,12,2,2020,0,0,Estonia,EE,EST,1320884,2020.11475409836
2214,13/02/2020,13,2,2020,0,0,Estonia,EE,EST,1320884,2020.1174863388
2213,14/02/2020,14,2,2020,0,0,Estonia,EE,EST,1320884,2020.12021857923
2212,15/02/2020,15,2,2020,0,0,Estonia,EE,EST,1320884,2020.12295081967
2211,16/02/2020,16,2,2020,0,0,Estonia,EE,EST,1320884,2020.12568306011
2210,17/02/2020,17,2,2020,0,0,Estonia,EE,EST,1320884,2020.12841530055
2209,18/02/2020,18,2,2020,0,0,Estonia,EE,EST,1320884,2020.13114754098
2208,19/02/2020,19,2,2020,0,0,Estonia,EE,EST,1320884,2020.13387978142
2207,20/02/2020,20,2,2020,0,0,Estonia,EE,EST,1320884,2020.13661202186
2206,21/02/2020,21,2,2020,0,0,Estonia,EE,EST,1320884,2020.1393442623
2205,22/02/2020,22,2,2020,0,0,Estonia,EE,EST,1320884,2020.14207650273
2204,23/02/2020,23,2,2020,0,0,Estonia,EE,EST,1320884,2020.14480874317
2203,24/02/2020,24,2,2020,0,0,Estonia,EE,EST,1320884,2020.14754098361
2202,25/02/2020,25,2,2020,0,0,Estonia,EE,EST,1320884,2020.15027322404
2201,26/02/2020,26,2,2020,0,0,Estonia,EE,EST,1320884,2020.15300546448
2200,27/02/2020,27,2,2020,0,0,Estonia,EE,EST,1320884,2020.15573770492
2199,28/02/2020,28,2,2020,1,0,Estonia,EE,EST,1320884,2020.15846994536
2198,29/02/2020,29,2,2020,0,0,Estonia,EE,EST,1320884,2020.16120218579
2197,01/03/2020,1,3,2020,0,0,Estonia,EE,EST,1320884,2020.16393442623
2196,02/03/2020,2,3,2020,0,0,Estonia,EE,EST,1320884,2020.16666666667
2195,04/03/2020,4,3,2020,1,0,Estonia,EE,EST,1320884,2020.17213114754
2194,06/03/2020,6,3,2020,3,0,Estonia,EE,EST,1320884,2020.17759562842
2193,07/03/2020,7,3,2020,5,0,Estonia,EE,EST,1320884,2020.18032786885
2192,11/03/2020,11,3,2020,3,0,Estonia,EE,EST,1320884,2020.1912568306
2191,12/03/2020,12,3,2020,3,0,Estonia,EE,EST,1320884,2020.19398907104
2190,13/03/2020,13,3,2020,11,0,Estonia,EE,EST,1320884,2020.19672131148
2189,14/03/2020,14,3,2020,52,0,Estonia,EE,EST,1320884,2020.19945355191
2188,15/03/2020,15,3,2020,36,0,Estonia,EE,EST,1320884,2020.20218579235
2187,16/03/2020,16,3,2020,56,0,Estonia,EE,EST,1320884,2020.20491803279
2186,17/03/2020,17,3,2020,34,0,Estonia,EE,EST,1320884,2020.20765027322
2185,18/03/2020,18,3,2020,20,0,Estonia,EE,EST,1320884,2020.21038251366
2184,19/03/2020,19,3,2020,33,0,Estonia,EE,EST,1320884,2020.2131147541
2183,20/03/2020,20,3,2020,9,0,Estonia,EE,EST,1320884,2020.21584699454
2182,21/03/2020,21,3,2020,16,0,Estonia,EE,EST,1320884,2020.21857923497
2181,22/03/2020,22,3,2020,23,0,Estonia,EE,EST,1320884,2020.22131147541
2180,23/03/2020,23,3,2020,20,0,Estonia,EE,EST,1320884,2020.22404371585
2179,24/03/2020,24,3,2020,26,0,Estonia,EE,EST,1320884,2020.22677595628
2178,25/03/2020,25,3,2020,17,0,Estonia,EE,EST,1320884,2020.22950819672
2177,26/03/2020,26,3,2020,35,1,Estonia,EE,EST,1320884,2020.23224043716
2176,27/03/2020,27,3,2020,134,0,Estonia,EE,EST,1320884,2020.2349726776
2175,28/03/2020,28,3,2020,37,0,Estonia,EE,EST,1320884,2020.23770491803
2272,15/03/2020,15,3,2020,1,0,Eswatini,SZ,SWZ,1367000,2020.20218579235
2271,16/03/2020,16,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.20491803279
2270,17/03/2020,17,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.20765027322
2269,18/03/2020,18,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.21038251366
2268,19/03/2020,19,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.2131147541
2267,20/03/2020,20,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.21584699454
2266,21/03/2020,21,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.21857923497
2265,22/03/2020,22,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.22131147541
2264,23/03/2020,23,3,2020,3,0,Eswatini,SZ,SWZ,1367000,2020.22404371585
2263,24/03/2020,24,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.22677595628
2262,25/03/2020,25,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.22950819672
2261,26/03/2020,26,3,2020,0,0,Eswatini,SZ,SWZ,1367000,2020.23224043716
2260,27/03/2020,27,3,2020,2,0,Eswatini,SZ,SWZ,1367000,2020.2349726776
2259,28/03/2020,28,3,2020,3,0,Eswatini,SZ,SWZ,1367000,2020.23770491803
2287,14/03/2020,14,3,2020,1,0,Ethiopia,ET,ETH,109224559,2020.19945355191
2286,15/03/2020,15,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.20218579235
2285,16/03/2020,16,3,2020,3,0,Ethiopia,ET,ETH,109224559,2020.20491803279
2284,17/03/2020,17,3,2020,1,0,Ethiopia,ET,ETH,109224559,2020.20765027322
2283,18/03/2020,18,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.21038251366
2282,19/03/2020,19,3,2020,1,0,Ethiopia,ET,ETH,109224559,2020.2131147541
2281,20/03/2020,20,3,2020,1,0,Ethiopia,ET,ETH,109224559,2020.21584699454
2280,21/03/2020,21,3,2020,2,0,Ethiopia,ET,ETH,109224559,2020.21857923497
2279,22/03/2020,22,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.22131147541
2278,23/03/2020,23,3,2020,2,0,Ethiopia,ET,ETH,109224559,2020.22404371585
2277,24/03/2020,24,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.22677595628
2276,25/03/2020,25,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.22950819672
2275,26/03/2020,26,3,2020,1,0,Ethiopia,ET,ETH,109224559,2020.23224043716
2274,27/03/2020,27,3,2020,0,0,Ethiopia,ET,ETH,109224559,2020.2349726776
2273,28/03/2020,28,3,2020,4,0,Ethiopia,ET,ETH,109224559,2020.23770491803
2296,20/03/2020,20,3,2020,72,0,Faroe_Islands,FO,FRO,48497,2020.21584699454
2295,21/03/2020,21,3,2020,8,0,Faroe_Islands,FO,FRO,48497,2020.21857923497
2294,22/03/2020,22,3,2020,12,0,Faroe_Islands,FO,FRO,48497,2020.22131147541
2293,23/03/2020,23,3,2020,23,0,Faroe_Islands,FO,FRO,48497,2020.22404371585
2292,24/03/2020,24,3,2020,3,0,Faroe_Islands,FO,FRO,48497,2020.22677595628
2291,25/03/2020,25,3,2020,4,0,Faroe_Islands,FO,FRO,48497,2020.22950819672
2290,26/03/2020,26,3,2020,10,0,Faroe_Islands,FO,FRO,48497,2020.23224043716
2289,27/03/2020,27,3,2020,8,0,Faroe_Islands,FO,FRO,48497,2020.2349726776
2288,28/03/2020,28,3,2020,4,0,Faroe_Islands,FO,FRO,48497,2020.23770491803
2305,20/03/2020,20,3,2020,1,0,Fiji,FJ,FJI,883483,2020.21584699454
2304,21/03/2020,21,3,2020,0,0,Fiji,FJ,FJI,883483,2020.21857923497
2303,22/03/2020,22,3,2020,1,0,Fiji,FJ,FJI,883483,2020.22131147541
2302,23/03/2020,23,3,2020,1,0,Fiji,FJ,FJI,883483,2020.22404371585
2301,24/03/2020,24,3,2020,1,0,Fiji,FJ,FJI,883483,2020.22677595628
2300,25/03/2020,25,3,2020,1,0,Fiji,FJ,FJI,883483,2020.22950819672
2299,26/03/2020,26,3,2020,0,0,Fiji,FJ,FJI,883483,2020.23224043716
2298,27/03/2020,27,3,2020,0,0,Fiji,FJ,FJI,883483,2020.2349726776
2297,28/03/2020,28,3,2020,0,0,Fiji,FJ,FJI,883483,2020.23770491803
2389,31/12/2019,31,12,2019,0,0,Finland,FI,FIN,5518050,2019.99726027397
2388,01/01/2020,1,1,2020,0,0,Finland,FI,FIN,5518050,2020
2387,02/01/2020,2,1,2020,0,0,Finland,FI,FIN,5518050,2020.00273224044
2386,03/01/2020,3,1,2020,0,0,Finland,FI,FIN,5518050,2020.00546448087
2385,04/01/2020,4,1,2020,0,0,Finland,FI,FIN,5518050,2020.00819672131
2384,05/01/2020,5,1,2020,0,0,Finland,FI,FIN,5518050,2020.01092896175
2383,06/01/2020,6,1,2020,0,0,Finland,FI,FIN,5518050,2020.01366120219
2382,07/01/2020,7,1,2020,0,0,Finland,FI,FIN,5518050,2020.01639344262
2381,08/01/2020,8,1,2020,0,0,Finland,FI,FIN,5518050,2020.01912568306
2380,09/01/2020,9,1,2020,0,0,Finland,FI,FIN,5518050,2020.0218579235
2379,10/01/2020,10,1,2020,0,0,Finland,FI,FIN,5518050,2020.02459016393
2378,11/01/2020,11,1,2020,0,0,Finland,FI,FIN,5518050,2020.02732240437
2377,12/01/2020,12,1,2020,0,0,Finland,FI,FIN,5518050,2020.03005464481
2376,13/01/2020,13,1,2020,0,0,Finland,FI,FIN,5518050,2020.03278688525
2375,14/01/2020,14,1,2020,0,0,Finland,FI,FIN,5518050,2020.03551912568
2374,15/01/2020,15,1,2020,0,0,Finland,FI,FIN,5518050,2020.03825136612
2373,16/01/2020,16,1,2020,0,0,Finland,FI,FIN,5518050,2020.04098360656
2372,17/01/2020,17,1,2020,0,0,Finland,FI,FIN,5518050,2020.04371584699
2371,18/01/2020,18,1,2020,0,0,Finland,FI,FIN,5518050,2020.04644808743
2370,19/01/2020,19,1,2020,0,0,Finland,FI,FIN,5518050,2020.04918032787
2369,20/01/2020,20,1,2020,0,0,Finland,FI,FIN,5518050,2020.05191256831
2368,21/01/2020,21,1,2020,0,0,Finland,FI,FIN,5518050,2020.05464480874
2367,22/01/2020,22,1,2020,0,0,Finland,FI,FIN,5518050,2020.05737704918
2366,23/01/2020,23,1,2020,0,0,Finland,FI,FIN,5518050,2020.06010928962
2365,24/01/2020,24,1,2020,0,0,Finland,FI,FIN,5518050,2020.06284153005
2364,25/01/2020,25,1,2020,0,0,Finland,FI,FIN,5518050,2020.06557377049
2363,26/01/2020,26,1,2020,0,0,Finland,FI,FIN,5518050,2020.06830601093
2362,27/01/2020,27,1,2020,0,0,Finland,FI,FIN,5518050,2020.07103825137
2361,28/01/2020,28,1,2020,0,0,Finland,FI,FIN,5518050,2020.0737704918
2360,29/01/2020,29,1,2020,0,0,Finland,FI,FIN,5518050,2020.07650273224
2359,30/01/2020,30,1,2020,1,0,Finland,FI,FIN,5518050,2020.07923497268
2358,31/01/2020,31,1,2020,0,0,Finland,FI,FIN,5518050,2020.08196721311
2357,01/02/2020,1,2,2020,0,0,Finland,FI,FIN,5518050,2020.08469945355
